,CLIENT NAME,CLIENT_LOCATION,REVIEW_TITLE,REVIEW_PARAGRAPH,REVIEW_SCORE,CLIENT_REVIEW_COUNT
2973,Sylvain,FR,Super rapide intervention   bravo,None,Rated 5 out of 5 stars,1 review
2974,???,FR,Excellent service manette switch bouton…,Excellent service manette switch bouton ZL.ZRReparation rapide Prix correct Service client tres bienJe recommande,Rated 4 out of 5 stars,2 reviews
2975,yves-laurent Kipre,FR,reparation nickel un peu plus long que…,reparation nickel un peu plus long que prévu. bon relationnel avec les clients adresse à garder et faire tourner.,Rated 4 out of 5 stars,1 review
2976,manu,FR,Service au top,"Service au top, promesse tenue ! Quoi demander de plus ! Nintendo switch",Rated 5 out of 5 stars,1 review
2977,Mb,FR,Au top Nintendo Switch,"Un super accueil, la switch de mon fils avait le connecteur de charge cassé j’allais en racheter une donc 300 balles à donner et j’ai cherché avant pour la faire réparer je suis tombée sur Gamefix et 99 euros plus tard avec la possibilité de suivre l’avancée des réparations la switch est comme neuve avec une garantie de six mois ! Et nous sommes repartis avec des conseils en plus ! Donc je recommande +++",Rated 5 out of 5 stars,1 review
2978,Papa amadou Niang,FR,EXCELLENT...Rapide....Efficace....Pro.,EXCELLENT...Rapide....Efficace....Pro.Merci,Rated 5 out of 5 stars,3 reviews
2979,Stéph Ane,FR,Super réparation de ma manette ps4 je…,Super réparation de ma manette ps4 je recommande,Rated 5 out of 5 stars,1 review
2980,Adrian T,FR,Complicated fix to video chip PS4,Complicated fix to video chip on motherboard succeeded....PS4 saved. Price was as quoted. Service kept us informed on progress during whole process.,Rated 5 out of 5 stars,1 review
2981,Slama,FR,Au top tres professionnel,None,Rated 5 out of 5 stars,1 review
2982,Yannick MORTINIERA,FR,Excellent travail,None,Rated 5 out of 5 stars,1 review
2983,MORGAN BABOULENE,FR,Intervention rapide conforme au devis…,"Intervention rapide conforme au devis annoncé, rien à redire, parfait",Rated 5 out of 5 stars,1 review
2984,jean michel VINEL,FR,trés bon service,None,Rated 5 out of 5 stars,1 review
2985,orfane Sahidibe,FR,Super service,None,Rated 5 out of 5 stars,1 review
2986,olivier CHON,FR,efficace professionnel  au top merci,None,Rated 5 out of 5 stars,1 review
2987,RW,FR,Fantastic experience with GameFix.fr!,"Fantastic experience!!We needed to replace a broken screen on a Nintendo Switch Lite and had an online quote from GameFix of 89€ which included all shipping costs.Upon creating our account, GameFix provided a postage label (Colissimo) for free and so we simply packed the device and attached the label and the postman picked it up from our letterbox!!  We were then able to track the parcel all the way to GameFix.  Within 24 hours of receiving the device GameFix confirmed the quote and we approved the work.The repair was completed and shipped 24 hours later and was in our hands the next day!The work appears to have been completed properly using a good replacement screen.Overall, I would not hesitate recommending GameFix to anyone needing a quick, no-hassle device repair!!They get 5 stars and then some...",Rated 5 out of 5 stars,4 reviews
2988,Olivier Leroy,FR,Réparation Switch suite port charge HS…,"Réparation Switch suite port charge HS ultra rapide (5 jours ouvrés envoi A/R inclus). La switch fonctionne à nouveau parfaitement. Service rapide, professionnel et suivi impeccable. Je recommande vivement.",Rated 5 out of 5 stars,1 review
2989,Carajujo,FR,Au top,Au top ! Changement du port Usb c de la switch invisible. Prise en charge même à distance nickel. Allez y les yeux fermés !,Rated 5 out of 5 stars,1 review
2990,Dimi Maillet,FR,"Très pro, ma Switch refonctionne, merci","Très pro, ma Switch",Rated 5 out of 5 stars,6 reviews
2991,Olivia watson,FR,"excellent,je suis tres content","excellent,je suis tres content. Merci Gamefix. love it",Rated 5 out of 5 stars,5 reviews
2992,Sylvain,FR,Super rapide intervention   bravo,None,Rated 5 out of 5 stars,1 review
2993,???,FR,Excellent service manette switch bouton…,Excellent service manette switch bouton ZL.ZRReparation rapide Prix correct Service client tres bienJe recommande,Rated 4 out of 5 stars,2 reviews
2994,yves-laurent Kipre,FR,reparation nickel un peu plus long que…,reparation nickel un peu plus long que prévu. bon relationnel avec les clients adresse à garder et faire tourner.,Rated 4 out of 5 stars,1 review
2995,manu,FR,Service au top,"Service au top, promesse tenue ! Quoi demander de plus ! Nintendo switch",Rated 5 out of 5 stars,1 review
2996,Mb,FR,Au top Nintendo Switch,"Un super accueil, la switch de mon fils avait le connecteur de charge cassé j’allais en racheter une donc 300 balles à donner et j’ai cherché avant pour la faire réparer je suis tombée sur Gamefix et 99 euros plus tard avec la possibilité de suivre l’avancée des réparations la switch est comme neuve avec une garantie de six mois ! Et nous sommes repartis avec des conseils en plus ! Donc je recommande +++",Rated 5 out of 5 stars,1 review
2997,Papa amadou Niang,FR,EXCELLENT...Rapide....Efficace....Pro.,EXCELLENT...Rapide....Efficace....Pro.Merci,Rated 5 out of 5 stars,3 reviews
2998,Stéph Ane,FR,Super réparation de ma manette ps4 je…,Super réparation de ma manette ps4 je recommande,Rated 5 out of 5 stars,1 review
2999,Adrian T,FR,Complicated fix to video chip PS4,Complicated fix to video chip on motherboard succeeded....PS4 saved. Price was as quoted. Service kept us informed on progress during whole process.,Rated 5 out of 5 stars,1 review
3000,Slama,FR,Au top tres professionnel,None,Rated 5 out of 5 stars,1 review
3001,Yannick MORTINIERA,FR,Excellent travail,None,Rated 5 out of 5 stars,1 review
3002,MORGAN BABOULENE,FR,Intervention rapide conforme au devis…,"Intervention rapide conforme au devis annoncé, rien à redire, parfait",Rated 5 out of 5 stars,1 review
3003,jean michel VINEL,FR,trés bon service,None,Rated 5 out of 5 stars,1 review
3004,orfane Sahidibe,FR,Super service,None,Rated 5 out of 5 stars,1 review
3005,olivier CHON,FR,efficace professionnel  au top merci,None,Rated 5 out of 5 stars,1 review
3006,RW,FR,Fantastic experience with GameFix.fr!,"Fantastic experience!!We needed to replace a broken screen on a Nintendo Switch Lite and had an online quote from GameFix of 89€ which included all shipping costs.Upon creating our account, GameFix provided a postage label (Colissimo) for free and so we simply packed the device and attached the label and the postman picked it up from our letterbox!!  We were then able to track the parcel all the way to GameFix.  Within 24 hours of receiving the device GameFix confirmed the quote and we approved the work.The repair was completed and shipped 24 hours later and was in our hands the next day!The work appears to have been completed properly using a good replacement screen.Overall, I would not hesitate recommending GameFix to anyone needing a quick, no-hassle device repair!!They get 5 stars and then some...",Rated 5 out of 5 stars,4 reviews
3007,Olivier Leroy,FR,Réparation Switch suite port charge HS…,"Réparation Switch suite port charge HS ultra rapide (5 jours ouvrés envoi A/R inclus). La switch fonctionne à nouveau parfaitement. Service rapide, professionnel et suivi impeccable. Je recommande vivement.",Rated 5 out of 5 stars,1 review
3008,Carajujo,FR,Au top,Au top ! Changement du port Usb c de la switch invisible. Prise en charge même à distance nickel. Allez y les yeux fermés !,Rated 5 out of 5 stars,1 review
3009,Dimi Maillet,FR,"Très pro, ma Switch refonctionne, merci","Très pro, ma Switch",Rated 5 out of 5 stars,6 reviews
3010,Olivia watson,FR,"excellent,je suis tres content","excellent,je suis tres content. Merci Gamefix. love it",Rated 5 out of 5 stars,5 reviews
3011,Sylvain,FR,Super rapide intervention   bravo,None,Rated 5 out of 5 stars,1 review
3012,???,FR,Excellent service manette switch bouton…,Excellent service manette switch bouton ZL.ZRReparation rapide Prix correct Service client tres bienJe recommande,Rated 4 out of 5 stars,2 reviews
3013,yves-laurent Kipre,FR,reparation nickel un peu plus long que…,reparation nickel un peu plus long que prévu. bon relationnel avec les clients adresse à garder et faire tourner.,Rated 4 out of 5 stars,1 review
3014,manu,FR,Service au top,"Service au top, promesse tenue ! Quoi demander de plus ! Nintendo switch",Rated 5 out of 5 stars,1 review
3015,Mb,FR,Au top Nintendo Switch,"Un super accueil, la switch de mon fils avait le connecteur de charge cassé j’allais en racheter une donc 300 balles à donner et j’ai cherché avant pour la faire réparer je suis tombée sur Gamefix et 99 euros plus tard avec la possibilité de suivre l’avancée des réparations la switch est comme neuve avec une garantie de six mois ! Et nous sommes repartis avec des conseils en plus ! Donc je recommande +++",Rated 5 out of 5 stars,1 review
3016,Papa amadou Niang,FR,EXCELLENT...Rapide....Efficace....Pro.,EXCELLENT...Rapide....Efficace....Pro.Merci,Rated 5 out of 5 stars,3 reviews
3017,Stéph Ane,FR,Super réparation de ma manette ps4 je…,Super réparation de ma manette ps4 je recommande,Rated 5 out of 5 stars,1 review
3018,Adrian T,FR,Complicated fix to video chip PS4,Complicated fix to video chip on motherboard succeeded....PS4 saved. Price was as quoted. Service kept us informed on progress during whole process.,Rated 5 out of 5 stars,1 review
3019,Slama,FR,Au top tres professionnel,None,Rated 5 out of 5 stars,1 review
3020,Yannick MORTINIERA,FR,Excellent travail,None,Rated 5 out of 5 stars,1 review
3021,MORGAN BABOULENE,FR,Intervention rapide conforme au devis…,"Intervention rapide conforme au devis annoncé, rien à redire, parfait",Rated 5 out of 5 stars,1 review
3022,jean michel VINEL,FR,trés bon service,None,Rated 5 out of 5 stars,1 review
3023,orfane Sahidibe,FR,Super service,None,Rated 5 out of 5 stars,1 review
3024,olivier CHON,FR,efficace professionnel  au top merci,None,Rated 5 out of 5 stars,1 review
3025,RW,FR,Fantastic experience with GameFix.fr!,"Fantastic experience!!We needed to replace a broken screen on a Nintendo Switch Lite and had an online quote from GameFix of 89€ which included all shipping costs.Upon creating our account, GameFix provided a postage label (Colissimo) for free and so we simply packed the device and attached the label and the postman picked it up from our letterbox!!  We were then able to track the parcel all the way to GameFix.  Within 24 hours of receiving the device GameFix confirmed the quote and we approved the work.The repair was completed and shipped 24 hours later and was in our hands the next day!The work appears to have been completed properly using a good replacement screen.Overall, I would not hesitate recommending GameFix to anyone needing a quick, no-hassle device repair!!They get 5 stars and then some...",Rated 5 out of 5 stars,4 reviews
3026,Olivier Leroy,FR,Réparation Switch suite port charge HS…,"Réparation Switch suite port charge HS ultra rapide (5 jours ouvrés envoi A/R inclus). La switch fonctionne à nouveau parfaitement. Service rapide, professionnel et suivi impeccable. Je recommande vivement.",Rated 5 out of 5 stars,1 review
3027,Carajujo,FR,Au top,Au top ! Changement du port Usb c de la switch invisible. Prise en charge même à distance nickel. Allez y les yeux fermés !,Rated 5 out of 5 stars,1 review
3028,Dimi Maillet,FR,"Très pro, ma Switch refonctionne, merci","Très pro, ma Switch",Rated 5 out of 5 stars,6 reviews
3029,Olivia watson,FR,"excellent,je suis tres content","excellent,je suis tres content. Merci Gamefix. love it",Rated 5 out of 5 stars,5 reviews
3030,Sylvain,FR,Super rapide intervention   bravo,None,Rated 5 out of 5 stars,1 review
3031,???,FR,Excellent service manette switch bouton…,Excellent service manette switch bouton ZL.ZRReparation rapide Prix correct Service client tres bienJe recommande,Rated 4 out of 5 stars,2 reviews
3032,yves-laurent Kipre,FR,reparation nickel un peu plus long que…,reparation nickel un peu plus long que prévu. bon relationnel avec les clients adresse à garder et faire tourner.,Rated 4 out of 5 stars,1 review
3033,manu,FR,Service au top,"Service au top, promesse tenue ! Quoi demander de plus ! Nintendo switch",Rated 5 out of 5 stars,1 review
3034,Mb,FR,Au top Nintendo Switch,"Un super accueil, la switch de mon fils avait le connecteur de charge cassé j’allais en racheter une donc 300 balles à donner et j’ai cherché avant pour la faire réparer je suis tombée sur Gamefix et 99 euros plus tard avec la possibilité de suivre l’avancée des réparations la switch est comme neuve avec une garantie de six mois ! Et nous sommes repartis avec des conseils en plus ! Donc je recommande +++",Rated 5 out of 5 stars,1 review
3035,Papa amadou Niang,FR,EXCELLENT...Rapide....Efficace....Pro.,EXCELLENT...Rapide....Efficace....Pro.Merci,Rated 5 out of 5 stars,3 reviews
3036,Stéph Ane,FR,Super réparation de ma manette ps4 je…,Super réparation de ma manette ps4 je recommande,Rated 5 out of 5 stars,1 review
3037,Adrian T,FR,Complicated fix to video chip PS4,Complicated fix to video chip on motherboard succeeded....PS4 saved. Price was as quoted. Service kept us informed on progress during whole process.,Rated 5 out of 5 stars,1 review
